id,name,neighborhood,rating,price
394,"Sunny & Clean Apt, Ideal Location",Chelsea,3.5,142.0
395,"Cozy Apt in Bushwick, Brooklyn!",Bushwick,,119.0
396,Park Slope House -private room -1 block from metro,Gowanus,5.0,60.0
397,"QUIET spacious 1BR, great location!",Upper West Side,5.0,155.0
398,"Wonderful Flat, Amazing Location, outdoor space!",NoHo,5.0,285.0
399,Spacious 1 Bdrm in BEST location!!,East Village,3.0,90.0
400,East Village Hideaway,East Village,,150.0
401,Manhattan Sky Crib,Chelsea,,135.0
402,Modern 1-bedroom in Harlem Heights,Harlem,,120.0
403,Luxury Furnished 1 BR Apartment Near Central Park,Upper West Side,4.0,229.0
404,Large 1BD in Downtown NYC. New elevator building.,Lower East Side,3.0,199.0
405,1 BR Modern Luxury Apart w W/D Steps From Park,Upper West Side,5.0,231.0
406,"Big Loft in Bushwick: Unfurnished, longterm sublet",Williamsburg,4.5,163.0
407,"The Crosby Loft:  rare, elegant, spacious w sauna",SoHo,,595.0
408,Cozy Modern LES Apt-Prime Location,Lower East Side,,158.0
409,Sunny 1 Bedroom Garden Apartment,Bedford-Stuyvesant,5.0,125.0
410,Beautiful duplex loft with Skylight,Tribeca,3.0,210.0
411,Studio apt in BEST location!!,Gramercy,,75.0
412,Large & Elegant Pre-War One Bedroom,Upper West Side,5.0,173.0
413,Luxury Loft Noho New York City,NoHo,5.0,425.0
414,LOVELY 2BR West Village Apt!,West Village,4.5,175.0
415,One Bedroom Apartment in an 1879 Brownstone,Clinton Hill,5.0,271.0
416,"Boerum Hill, Entire Home / Loft",Boerum Hill,4.5,300.0
417,BIG East Village 1bd all the extras,East Village,,99.0
418,Lovely 2-room Studio in Crown Hghts,Crown Heights,,60.0
419,"2BR gem in Cobble Hill, Brooklyn",Columbia St,5.0,200.0
420,"Bright, Quiet 2 BR in Awesome Area!",Upper West Side,,167.0
421,Chic 1 bd apt in Prime Williamsburg,Williamsburg,,150.0
422,"East Village Studio, Great Location",East Village,3.0,179.0
423,HUGE Modern Duplex BEST Location,Greenpoint,5.0,225.0
424,HEART OF NYC! Sunny furn 1 br wifi,Gramercy,,144.0
425,Luxury duplex apt in Williamsburg,Williamsburg,5.0,250.0
426,2 Bdrm Great Bushwick apartment #1,Bushwick,,160.0
427,Cozy spacious studio apartment,Flatbush,1.0,119.0
428,Warm and Beautiful Harlem Apartment,Harlem,4.0,180.0
429,CSS (Central/Sunny/Spacious) 1 BR in Park Slope,Park Slope,,243.0
430,Park Slope Brooklyn great location,Park Slope,,165.0
431,Shabby Chic Modern Chelsea Studio,Chelsea,,292.0
432,Cozy Village apartment  near NYU,SoHo,4.5,200.0
433,"Big, close to subway, 3 stops from the city",Astoria,,89.0
434,Boho Chic Rhapsody in New York City,Kips Bay,4.5,350.0
435,Sunny 2BR Penthouse - HUGE Terrace,Chinatown,4.5,729.0
436,LUXURY BK LOFT w/BEAUTIFUL BACKYARD! STEPS TO PARK,Windsor Terrace,5.0,95.0
437,"Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",Fort Greene,3.0,75.0
438,Historic Park Slope Gem - 1br,Park Slope,3.5,160.0
439,Beautiful Spacious Sunlit 2 Br Apt in Park Slope,Prospect Heights,,275.0
440,Modern 2br2ba Duplex Penthouse w/2 outdoor spaces,Tribeca,2.0,800.0
441,Mitchell Manor,Bedford-Stuyvesant,4.5,125.0
442,Winning Location in Hells Kitchen,Theater District,,220.0
443,Whole Manhattan Apartment,Washington Heights,,68.0
444,Elegant Stuyvesant Heights Retreat,Bedford-Stuyvesant,5.0,100.0
445,Amazing Williamsburg entire Loft. Floor 2B,Williamsburg,,210.0
446,Greenwich Village Zen Artist Oasis,Greenwich Village,,109.0
447,Light & airy Chelsea NY 1 bdrm apt,Chelsea,,200.0
448,Gorgeous sunny prime SoHo 1BR Apt.,Greenwich Village,4.0,226.0
449,Elegant 2 BRs Washington Heights!,Washington Heights,,150.0
450,Little Paradise in Manhattan - Near NYU Hospital,Kips Bay,4.0,178.0
451,GREAT PRICE for GREAT GUESTS ONLY,Allerton,3.0,85.0
452,"Great location, cozy and quiet.",Astoria,5.0,133.0
453,Lovely studio upper east side !,Upper East Side,4.0,108.0
454,A Modern Mahattan Flat 2 stops to Midtown,Harlem,3.6666666666666665,150.0
455,Gorgeous Duplex w Riverview Terrace,Upper West Side,,275.0
456,"Lovely East Village Apartment, Sept. 2 to 5 Only",East Village,3.0,121.0
457,Sunny 2 bedroom in great Williamsburg location,Greenpoint,5.0,225.0
458,Entire Apt Yours! (5 Night Minimum),Greenpoint,5.0,90.0
459,Bright Loft One Stop from Soho,Downtown Brooklyn,,170.0
460,"Boutique Brooklyn Condo, Quiet St, Great Location",Downtown Brooklyn,4.5,175.0
461,"Designer apt. in Williamsburg, NYC",Greenpoint,2.0,149.0
462,Adorable Midtown West Studio!,Hells Kitchen,5.0,95.0
463,Gorgeous NY Studio in Midtown East,Murray Hill,2.75,155.0
464,Huge Sunny Modern Apt. (1k+sqft),Clinton Hill,,355.0
465,Cozy 15 mins Manhattan& 10 Mins LGA,East Elmhurst,4.5,85.0
466,Full 1BR Apartment in Park Slope,South Slope,4.0,189.0
467,Beautiful communal house Bushwick,Bushwick,,40.0
468,Brooklyn's top,Crown Heights,4.0,184.0
469,"*Discount* Huge, 5BR Multi-Terrace Sunny LEGAL Apt",Park Slope,,700.0
470,TIMES SQ/THEATRE DIST STUDIO,Hells Kitchen,4.333333333333333,165.0
471,Two-Bedroom Designer's Circus Loft,Bedford-Stuyvesant,5.0,99.0
472,Location AND Space in the city!!,East Village,4.0,90.0
473,Brooklyn Livin',Crown Heights,,75.0
474,Private Suite in Historic House,Fort Greene,,1286.0
475,"Steps From Art, Shopping & Eats",Crown Heights,,150.0
476,The heart of the metropolis,East Village,5.0,85.0
477,Entire apt close to Lincoln Center,Upper West Side,,149.0
478,Spacious 1 BR Near the Water UES,Upper East Side,4.5,250.0
479,Great brand new 1 bed apt Times sq,Hells Kitchen,4.0,154.0
480,Park Slope One bedroom with Balcony,Park Slope,3.5,150.0
481,NO PLACE LIKE YOUR NYC HOME! UPPER WEST SIDE 1BDRM,Upper West Side,,225.0
482,Large One Bedroom in heart of North Williamsburg,Williamsburg,2.5,350.0
483,Perfect Spot. Ask for availability before booking.,Bedford-Stuyvesant,4.0,140.0
484,Feel at Home in Brooklyn Clinton Hill,Bedford-Stuyvesant,4.0,145.0
485,XL 2 Bedroom LOFT in the Heart of Williamsburg,Williamsburg,,225.0
486,NYC 1st Shipping Container Home,Williamsburg,5.0,220.0
487,Airy Bed Sty Restoration,Bedford-Stuyvesant,5.0,160.0
488,Cozy Quiet Sunny 1br Ditmas Park Close to Train,Flatbush,,150.0
489,Brooklyn Apt: 1 Bedroom w/Garden,Sunset Park,,125.0
490,***HOT SPOT*** 2 blocks to L/G Trains *** Modern,Williamsburg,5.0,200.0
491,Great apt in the heart of E Village,East Village,3.5,130.0
492,Huge beautiful one bed West Village,West Village,,400.0
493,rent whole apt. classy 1-bedroom upper west side,Upper West Side,,260.0
494,"Sunny, Newly Redecorated Apt in Hip Brooklyn Area",Crown Heights,5.0,140.0
495,Amazing Greenwich Village w pool,Greenwich Village,,179.0
496,Big one bedroom located in Brooklyn,Prospect Heights,2.0,99.0
497,An Oasis in  the Big Apple 1,Woodside,,95.0
498,Spacious and Clean Brooklyn Flat,Bushwick,5.0,85.0
499,Cozy apartment steps to subway,Bedford-Stuyvesant,3.5,119.0
500,"Charming Apt off Bleecker, First Fl",West Village,5.0,228.0
501,cozy charming apt - Lower East Side,Lower East Side,,155.0
502,1 BDR in Heart of Lower East side,Chinatown,4.0,150.0
503,1 Bed Apt in Utopic Williamsburg,Williamsburg,4.5,117.0
504,Comfy Cool Convenient Downtown 2BR,Lower East Side,3.333333333333333,150.0
505,Beatiful Studio in williamsburg,Williamsburg,,100.0
506,For cat lovers - East Village 1 bdr,East Village,1.0,135.0
507,Big brownstone garden apt w patio on great block,Harlem,4.5,224.0
508,"Large Garden Duplex, Park block, Private entryway",Upper West Side,1.0,350.0
509,"Charming Apt in Historic Sugar Hill, Harlem",Harlem,5.0,130.0
510,Victorian Private Brownstone Apartment & Backyard,Clinton Hill,5.0,204.0
511,"Spacious 1 Bedroom Apt, Prospect Hts/Park Slope",Prospect Heights,3.0,225.0
512,1 BEDROOM APT -  Lower East Side,Chinatown,2.0,90.0
513,Gorgeous 1BR near Prospect Park,Kensington,5.0,100.0
514,An Oasis in the Big Apple 2,Woodside,4.0,95.0
515,LUXURY APT w PRIVATE GARDEN NYC UES,Upper East Side,,197.0
516,An Oasis in the Big Apple 3,Woodside,,95.0
517,"THE NEST - Style, luxe & simplicity",Chelsea,5.0,255.0
518,"Convenient, Renovated 2 Bedroom",Carroll Gardens,,250.0
519,2 bedroom in Clinton Hill!,Clinton Hill,5.0,155.0
520,Authentic Luxury Designed Loft,Williamsburg,5.0,148.0
521,Luminous and Beautiful 1 bed Great Location,Kensington,4.0,155.0
522,Colorful New York East Village Apt,East Village,4.0,90.0
523,Open loft in the heart of Union Sq.,Greenwich Village,3.5,220.0
524,Cute Studio Greenwich Village NYC,Greenwich Village,4.25,120.0
525,SUPER SPACIOUS ARTIST TRENDY NYC LOFT,Williamsburg,3.5,149.0
526,CHIC 1 BEDROOM IN MANHATTAN (UES),Upper East Side,,166.0
527,"Top Floor, on Park, 2 bedroom, Quiet Neighborhood",Windsor Terrace,5.0,199.0
528,Modern and Cozy Home - LES,Lower East Side,2.75,300.0
529,Prospect Park Modern 3 Bedroom,Windsor Terrace,4.25,225.0
530,"Live in real NY apt, Midtown west",Chelsea,4.0,225.0
531,Spacious 3 Bedroom Prospect Brooklyn near subway,Crown Heights,1.0,255.0
532,3 BR Apartment in Heart of Brooklyn,Crown Heights,2.5,178.0
533,A Happy Place,Washington Heights,1.0,100.0
534,Huge Sunny Loft w Patio + Charm,Bedford-Stuyvesant,4.333333333333333,145.0
535,Behind the Red Door II,Harlem,,65.0
536,YOUR OWN PLACE WITH VIEWS OF CENTRAL PARK,Midtown,5.0,119.0
537,"Sunny, Clean + Sanitized Apartment w Outdoor Space",East Flatbush,,88.0
538,Beautiful 1BR in Prime West Village,West Village,2.6666666666666665,150.0
539,Spacious 1br East Village Apartment,East Village,5.0,176.0
540,your holiday-ready Harlem home away from home!,Harlem,4.0,98.0
541,Dumbo Loft With A Beautiful View,DUMBO,,83.0
542,Sunny large 1-bedroom apartment near Prospect Park,Flatbush,4.0,69.0
543,Heart of Williamsubrg 1 Bedroom,Williamsburg,,249.0
544,Private Brownstone,East Harlem,2.0,93.0
545,Charming Artist's Home in Brooklyn,Gowanus,3.6666666666666665,240.0
546,Luxury Duplex Loft w. Private Roof & Amazing Views,Gowanus,,400.0
547,Entire home/apt in New York,East Village,,395.0
548,Park Slope 1br by Barclays Center/Prospect Park!,Williamsburg,2.0,83.0
549,carriage house apartment,Clinton Hill,4.25,179.0
550,Restored townhouse floor thru w terrace,Upper West Side,3.0,185.0
551,Midtown Manhattan Duplex,Midtown,4.0,789.0
552,Sunny Clinton Hill Apt w/Patio,Clinton Hill,3.0,133.0
553,Charming Bright 2BR apt- sleeps 6,DUMBO,4.333333333333333,330.0
554,2BR Sunny/Comfort Apt - 15 min from MIDTOWN,Sunnyside,4.5,169.0
555,PRIVATE Studio Apt UWS-Great for Remote Working,Upper West Side,4.0,100.0
556,Sunny Sunset Park Artist Loft,Sunset Park,4.0,129.0
557,Great 1BD Apt- water front City Island Bronx NY,City Island,4.0,117.0
558,Modern New Duplex with Private Yard,Williamsburg,,165.0
559,Stunning Designer Loft in the heart of Chelsea,Chelsea,,250.0
560,Beautiful 2bdrm Bklyn duplex w/deck + backyard,Clinton Hill,5.0,275.0
561,Cute & Comfortable One Bedroom,Flatbush,5.0,159.0
562,"Chic, quiet 1BR with patio (steps from the subway)",Crown Heights,,140.0
563,Fully Updated Modern 1 Bedroom Apartment,Kensington,4.75,110.0
564,1-bedroom apt in Clinton Hill,Clinton Hill,5.0,90.0
565,"Sunny Apt in Harlem, New York",Harlem,3.0,85.0
566,Sunny Artist Live/Work Apartment,Upper West Side,4.0,205.0
567,Pretty One Bed in Brooklyn Heights,Brooklyn Heights,,150.0
568,Large 1BR Columbia University,Morningside Heights,5.0,135.0
569,Serene 1BR+Garden+Goldfish Pond+Cook's Kitchen,Williamsburg,3.0,200.0
570,Great Bushwick Studio Apartment,Bushwick,5.0,125.0
571,"Garden Apt, 5 mins from LaGuardia",East Elmhurst,,109.0
572,A true Sanctuary in Harlem NYC,Harlem,4.0,100.0
573,Sunny 1 or 2 BR apt in Boerum Hill,Boerum Hill,4.5,179.0
574,"Beautiful, large, Morningside apt",Upper West Side,,185.0
575,Brooklyn Heights Brownstone - Private Bdrm Avail.,Brooklyn Heights,2.0,300.0
576,THE PUTNAM-3 Bdrm w/Outdoor Zen space/washer&dryer,Bedford-Stuyvesant,,142.0
577,Newly Furnished Beautiful & Quiet,Fort Hamilton,4.0,149.0
578,High Ceilings near the High Line,West Village,5.0,199.0
579,"1BR, 1BTH Duplex W/ LRG OUTD SPACE",Kips Bay,2.5,217.0
580,"A gem garden nook on Broadway & 42ST in Queens, NY",Astoria,5.0,85.0
581,The Bushwick 3BR 2BA 30 mins to NYC,Bushwick,,154.0
582,Gorgeous Greenpoint Railroad,Greenpoint,4.0,150.0
583,"Beautiful, private, uptown studio",Harlem,,86.0
584,"Forget NYC, Stay in Williamsburg! Best 1 BR Apt",Greenpoint,3.5,190.0
585,Entire 1bdrm cnr of Fort Greene- off Park,Fort Greene,,111.0
586,Beautiful  one bedroom apartment in Harlem,Harlem,3.0,200.0
587,Spacious Duplex Townhouse w large Garden Oasis,Prospect Heights,,558.0
588,Sun-Drenched Studio in Clinton Hill,Clinton Hill,3.5,115.0
589,2BR spacious luminous brownstone (full apt),Fort Greene,,220.0
590,Ideal Location + Shower In Kitchen!,Greenwich Village,,150.0
591,Beautiful new one bedroom apartment,Bedford-Stuyvesant,5.0,95.0
592,Architecturally Stunning Former Synagogue!,East Village,,2700.0
593,Boldera: Your Home Away From Home,Bedford-Stuyvesant,5.0,147.0
594,Large 2 bedroom apt in Manhattan,Harlem,,100.0
595,ART HOUSE VAULT,Bedford-Stuyvesant,5.0,71.0
596,NYC-Cozy Apt! Walk to Columbia Uni & Central Park!,Harlem,,354.0
597,"Light and Airy, Prime Williamsburg",Williamsburg,5.0,349.0
598,"Monthly rental of guest room,limited kitchen use",Brooklyn Heights,,100.0
599,HUGE SUNNY ONE BEDROOM APT,Fort Greene,2.0,175.0
600,Manhattan's Best Deal!,Harlem,4.0,165.0
601,5 Bdrm Historic Brownstone Triplex,Cobble Hill,4.5,350.0
602,Modern E. Village 2BR w/Roof Deck,East Village,5.0,400.0
603,"Large Oasis, Beautiful, Peaceful, 15min Manh",Jackson Heights,,120.0
604,"NYC Private Apartment -3 Bedrms, 2 full Baths",Flushing,4.0,217.0
605,"Spacious, Convenient 3br Apartment in Brooklyn",Prospect Heights,4.0,250.0
606,It's all about Bushwick BROOKLYN,Bushwick,5.0,107.0
607,Immaculate 2BR in 4-unit bldg 15 mins to Midtown,Harlem,3.75,160.0
608,Great Clinton Hill condo near Fort Green/ Bedstuy,Bedford-Stuyvesant,4.0,280.0
609,❤️ Greenpoint Studio *Excellent Location *Monthly,Greenpoint,,168.0
610,Cozy North Park Slope Apartment,Prospect Heights,,100.0
611,Sunny Nolita 1 Bedroom Apartment,Little Italy,4.0,100.0
612,Private Garden Apt. with outdoor space in Red Hook,Red Hook,5.0,210.0
613,Park Slope Pre-War Apartment,Park Slope,2.0,100.0
614,Painters Paradise / Greenpoint,Greenpoint,3.0,144.0
615,Lovely Sunny Brooklyn Space on Park,Greenpoint,,70.0
616,YOUR HARLEM HOME AWAY FROM HOME,Harlem,3.0,132.0
617,Luxury Furnished 1 BR UWS Apt w W/D & Deck,Upper West Side,5.0,234.0
618,1 BR Large Luxury Furnished Apartment UWS,Upper West Side,5.0,226.0
619,Union Sq European Serene Apt,Chelsea,,280.0
620,Plum Guide Award-Winning Prospect Heights Oasis,Prospect Heights,2.0,199.0
621,Luxury Furnished 1 BR Apartment  UWS,Upper West Side,,230.0
622,West Village Gem - Amazing Location,West Village,,299.0
623,Entire rental unit in Brooklyn,Bedford-Stuyvesant,4.0,134.0
624,"BIG & SUNNY, 1 STOP FROM MANHATTAN",Clinton Hill,,300.0
625,Gorgeous loft in Tribeca/SoHo!,Tribeca,,110.0
626,Renovated Private 2 Bedroom Apt in Chelsea (23/7),Chelsea,,564.0
627,Brooklyn Brownstone Duplex with Garden Access,Bedford-Stuyvesant,4.4,350.0
628,Large Flatiron 2 bedroom,Midtown,4.0,295.0
629,Greenwich Village Townhouse Apt,West Village,4.5,300.0
630,Stylish Arty Apt in Brooklyn,Cobble Hill,5.0,216.0
631,Top Floor 2bd Luxury Brownstone Apt,Fort Greene,5.0,199.0
632,1BR Apartment near Astoria Park,Astoria,,112.0
633,Chic  Park Slope Pied-à-terre,South Slope,,195.0
634,"Modern, Carroll Garden Townhouse",Carroll Gardens,1.0,250.0
635,St James Pl Landmark Home 1 block to PRATT/Gtrain,Clinton Hill,,198.0
636,Lovely Entire Apt in Prime Brooklyn,Fort Greene,4.5,138.0
637,Spacious and EASY access to all!,Prospect-Lefferts Gardens,,150.0
638,"Large 2-bedr UWS Apt $200.00/day, May- Sept 2022",Morningside Heights,4.0,200.0
639,Gorgeous 2 Fl Apt in1887 Brownstone,Park Slope,4.0,225.0
640,Large 2 BDRM @ McCarren Park!!,Williamsburg,1.0,300.0
641,Peaceful Brooklyn Apartment,Bay Ridge,1.0,85.0
642,Fresh and modern 1BR in Bed-Stuy,Bedford-Stuyvesant,5.0,118.0
643,Authentic Soho Loft (1200 sq ft),Tribeca,5.0,321.0
644,MODERN/ SUBWAY/TERRACE/2BR + LOFT/ LAUNDRY,Greenpoint,,280.0
645,Stylish Loft Apt in Brooklyn,Crown Heights,4.0,225.0
646,The Ganham House,East Flatbush,,114.0
647,East Village Loft - 1300 sq/ft home - Huge Living!,East Village,,449.0
648,Spacious 1bd Near Trendy Neighborhoods And City,Bedford-Stuyvesant,4.0,90.0
649,North Williamsburg whole apt - Off the BEDFORD L,Williamsburg,4.5,300.0
650,KING Bed - Private Bathroom & Kitchen,Prospect-Lefferts Gardens,5.0,107.0
651,Amazing Location - Times Sq./5th Ave/all trains!,Hells Kitchen,5.0,86.0
652,Private Apartment in the heart of Upper East Side,Upper East Side,,145.0
653,Entire 2 bedroom flat,Bushwick,5.0,150.0
654,Furnished BrownStone Apartment,Bedford-Stuyvesant,5.0,115.0
655,Cozy & Private Fort Green Cottage,Fort Greene,,150.0
656,Modern Brooklyn Duplex Lux Loft with Pool and Gym,Bushwick,,196.0
657,"Entire Townhouse w/Backyard: 2 Doubles, 2 Floors.",Port Morris,,145.0
658,Spacious 2 bedroom near Times Sq,Hells Kitchen,5.0,1000.0
659,"Cozy, modern 1BR, 1st fl brownstone",Upper West Side,4.0,175.0
660,Luxury Sky Palace!,Chelsea,,574.0
661,Prospect Park Apt,Crown Heights,3.75,150.0
662,Beautiful 2-bedroom Williamsburg Apartment,Williamsburg,4.0,195.0
663,Beautiful & Big 1BR Apt with skylight near all,Fort Greene,4.5,80.0
664,Sunlit Noho Loft,NoHo,4.333333333333333,250.0
665,Cozy 2 BR apartment in Queens,Richmond Hill,3.333333333333333,95.0
666,Furnished 1 Bedroom in East Harlem,East Harlem,3.5,65.0
667,UWS true 3 bedroom,Upper West Side,,400.0
668,Beautiful Upper East Side Apartment,Upper East Side,4.5,257.0
669,Sunlit East Village Sound Sanctuary,East Village,5.0,200.0
670,Private bedroom (15 min Manhattan).,Bedford-Stuyvesant,,60.0
671,MIDTOWN EAST 1BR APARTMENT WITH BACKYARD,Midtown,4.5,245.0
672,Quiet Large 1BR Near Columbia,Morningside Heights,5.0,106.0
673,Entire Apart. Manhattan 2-4 Weeks min. Great loc.,Washington Heights,4.0,130.0
674,"Beautiful Huge Loft in Williamsburg, New York",Williamsburg,5.0,333.0
675,Vacation sublet in Brooklyn NY,Park Slope,3.25,140.0
676,LARGE 3 BR Upper West Side Manhattan New York City,Upper West Side,,700.0
677,NEW Stylish + Clean Basement Studio Suite - BKLYN!,East Flatbush,4.0,91.0
678,Eclectic Bed Stuy Cabin (Private!),Bedford-Stuyvesant,5.0,45.0
679,Spacious and clean 1 bed apt in West Harlem,Harlem,,99.0
680,Family-Friendly 3 BR in Cobble Hill,Carroll Gardens,4.0,284.0
681,Charming Prewar on Prospect Park!,Prospect Heights,,119.0
682,Hip Apartment in Williamsburg,Williamsburg,,140.0
683,Sunlit apartment in Williamsburg,Williamsburg,,160.0
684,Gorgeous charming Manhattan 1bdrm Alexa Smart Home,Washington Heights,4.0,109.0
685,All Inclusive Brooklyn Getaway w/fast WiFi,Crown Heights,5.0,127.0
686,Beautiful Park Slope apt w garden,Park Slope,,200.0
687,1Br apt + backyard -east village,East Village,,225.0
688,"Stylish 3 Bedrm, Pr'spct Park/ Long-term friendly⦂",Crown Heights,3.5,173.0
689,Chic Brownstone Apt. with Outdoor Patio,Harlem,,329.0
690,Luxury 3 Bd 2Bth w/600 sqft deck,Chelsea,5.0,350.0
691,"Charming, light-filled 1-bedroom",Fort Hamilton,5.0,75.0
692,Spacious and modern Chelsea loft,Chelsea,,275.0
693,As Seen In NY Magazine! Chic & Stylish!,Sunnyside,,145.0
694,"Comfortable Apartment in Maspeth, NY",Maspeth,4.0,157.0
695,Sunny Soho Apartment with Great Views,SoHo,4.0,120.0
696,Cozy and full of plants,East Village,1.0,145.0
697,Lovely spacious 1 Bdrm in Ridgewood,Glendale,4.5,60.0
698,Smart Family 1BD Retreat in Bedstuy,Bedford-Stuyvesant,,120.0
699,"Massive, sunny 1-br in Brooklyn",Crown Heights,5.0,150.0
700,"Beautiful, spacious apartment - with a cute cat!",Downtown Brooklyn,4.5,190.0
701,Prime Williamsburg Location w/Home Office,Williamsburg,,215.0
702,Charming Parlor Apt off Bleecker,West Village,,261.0
703,Henrietta on the park.,Greenpoint,2.0,280.0
704,Modern Apartment in Brownstone Bkln,Gowanus,2.5,250.0
705,ENORMOUS Artsy 2BR in trendy LES!,Chinatown,3.6666666666666665,405.0
706,One bedroom apartment - UES,Upper East Side,,125.0
707,Spacious Loft in East Village,East Village,4.333333333333333,232.0
708,Lovely Brownstone-- Close to Subway,Bedford-Stuyvesant,,165.0
709,Cozy 1BD in Vibrant East Village,East Village,4.0,140.0
710,Truly A Sweet Home away from Home.,Bedford-Stuyvesant,5.0,140.0
711,Beautiful Brooklyn Brownstone Apt,Bedford-Stuyvesant,,168.0
712,Studio  downtown brooklyn near Barclays,Fort Greene,5.0,156.0
713,Cozy Studio in Flatbush,Flatbush,4.0,100.0
714,Beautiful Home Away From Home!,Bedford-Stuyvesant,,145.0
715,Jr. 1 Bedroom in Prime Fort Greene,Fort Greene,5.0,125.0
